epiweek,time_value,issue,geo_type,geo_value,hpiv_positive_tests,adv_positive_tests,hmpv_positive_tests,ev_rv_positive_tests,hcov_positive_tests,rsv_positive_tests
201847,2018-11-24,2019-06-20,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-06-20,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-06-20,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-06-20,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-06-20,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-06-20,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-06-20,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-06-20,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-06-20,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-06-20,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-06-20,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-06-20,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-06-20,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-06-20,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-06-20,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-06-20,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-06-20,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-06-20,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-06-20,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-06-20,nation,ca,211,63,195,194,94,398
201915,2019-04-13,2019-06-20,nation,ca,242,57,178,219,126,347
201916,2019-04-20,2019-06-20,nation,ca,234,55,153,206,99,299
201917,2019-04-27,2019-06-20,nation,ca,262,51,139,260,73,223
201918,2019-05-04,2019-06-20,nation,ca,236,38,98,211,62,147
201919,2019-05-11,2019-06-20,nation,ca,248,45,93,255,62,118
201920,2019-05-18,2019-06-20,nation,ca,238,55,125,275,56,78
201921,2019-05-25,2019-06-20,nation,ca,219,32,81,210,23,83
201922,2019-06-01,2019-06-20,nation,ca,197,43,63,228,9,44
201923,2019-06-08,2019-06-20,nation,ca,157,35,51,224,20,36
201924,2019-06-15,2019-06-20,nation,ca,144,40,44,241,19,37
201835,2018-09-01,2019-06-13,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-06-13,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-06-13,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-06-13,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-06-13,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-06-13,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-06-13,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-06-13,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-06-13,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-06-13,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-06-13,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-06-13,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-06-13,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-06-13,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-06-13,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-06-13,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-06-13,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-06-13,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-06-13,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-06-13,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-06-13,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-06-13,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-06-13,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-06-13,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-06-13,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-06-13,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-06-13,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-06-13,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-06-13,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-06-13,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-06-13,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-06-13,nation,ca,211,63,195,194,94,398
201915,2019-04-13,2019-06-13,nation,ca,242,57,178,219,126,347
201916,2019-04-20,2019-06-13,nation,ca,234,55,153,206,99,299
201917,2019-04-27,2019-06-13,nation,ca,262,51,139,260,73,223
201918,2019-05-04,2019-06-13,nation,ca,236,38,98,211,62,147
201919,2019-05-11,2019-06-13,nation,ca,248,45,93,255,62,118
201920,2019-05-18,2019-06-13,nation,ca,238,55,125,275,56,78
201921,2019-05-25,2019-06-13,nation,ca,219,32,81,210,23,83
201922,2019-06-01,2019-06-13,nation,ca,197,43,63,228,9,44
201923,2019-06-08,2019-06-13,nation,ca,148,32,41,216,20,34
201835,2018-09-01,2019-06-06,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-06-06,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-06-06,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-06-06,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-06-06,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-06-06,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-06-06,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-06-06,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-06-06,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-06-06,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-06-06,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-06-06,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-06-06,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-06-06,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-06-06,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-06-06,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-06-06,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-06-06,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-06-06,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-06-06,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-06-06,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-06-06,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-06-06,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-06-06,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-06-06,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-06-06,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-06-06,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-06-06,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-06-06,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-06-06,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-06-06,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-06-06,nation,ca,211,63,195,194,94,398
201915,2019-04-13,2019-06-06,nation,ca,242,57,178,219,126,347
201916,2019-04-20,2019-06-06,nation,ca,234,55,153,206,99,299
201917,2019-04-27,2019-06-06,nation,ca,262,51,139,260,73,223
201918,2019-05-04,2019-06-06,nation,ca,236,38,98,211,62,147
201919,2019-05-11,2019-06-06,nation,ca,248,45,93,255,62,118
201920,2019-05-18,2019-06-06,nation,ca,238,55,125,275,56,78
201921,2019-05-25,2019-06-06,nation,ca,218,32,81,210,23,83
201922,2019-06-01,2019-06-06,nation,ca,188,43,57,222,9,44
201835,2018-09-01,2019-05-30,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-05-30,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-05-30,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-05-30,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-05-30,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-05-30,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-05-30,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-05-30,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-05-30,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-05-30,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-05-30,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-05-30,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-05-30,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-05-30,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-05-30,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-05-30,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-05-30,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-05-30,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-05-30,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-05-30,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-05-30,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-05-30,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-05-30,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-05-30,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-05-30,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-05-30,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-05-30,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-05-30,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-05-30,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-05-30,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-05-30,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-05-30,nation,ca,211,63,195,194,94,398
201915,2019-04-13,2019-05-30,nation,ca,242,57,178,219,126,347
201916,2019-04-20,2019-05-30,nation,ca,234,55,153,206,99,299
201917,2019-04-27,2019-05-30,nation,ca,262,51,139,260,73,223
201918,2019-05-04,2019-05-30,nation,ca,236,38,98,211,62,147
201919,2019-05-11,2019-05-30,nation,ca,248,45,93,255,62,118
201920,2019-05-18,2019-05-30,nation,ca,237,53,122,258,52,78
201921,2019-05-25,2019-05-30,nation,ca,205,31,76,207,23,83
201835,2018-09-01,2019-05-23,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-05-23,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-05-23,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-05-23,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-05-23,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-05-23,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-05-23,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-05-23,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-05-23,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-05-23,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-05-23,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-05-23,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-05-23,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-05-23,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-05-23,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-05-23,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-05-23,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-05-23,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-05-23,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-05-23,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-05-23,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-05-23,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-05-23,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-05-23,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-05-23,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-05-23,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-05-23,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-05-23,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-05-23,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-05-23,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-05-23,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-05-23,nation,ca,211,63,195,194,94,398
201915,2019-04-13,2019-05-23,nation,ca,242,57,178,219,126,347
201916,2019-04-20,2019-05-23,nation,ca,234,55,153,206,99,299
201917,2019-04-27,2019-05-23,nation,ca,262,51,139,260,73,223
201918,2019-05-04,2019-05-23,nation,ca,236,38,98,211,62,147
201919,2019-05-11,2019-05-23,nation,ca,247,45,91,255,62,115
201920,2019-05-18,2019-05-23,nation,ca,233,55,121,273,56,75
201835,2018-09-01,2019-05-16,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-05-16,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-05-16,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-05-16,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-05-16,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-05-16,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-05-16,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-05-16,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-05-16,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-05-16,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-05-16,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-05-16,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-05-16,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-05-16,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-05-16,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-05-16,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-05-16,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-05-16,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-05-16,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-05-16,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-05-16,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-05-16,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-05-16,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-05-16,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-05-16,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-05-16,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-05-16,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-05-16,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-05-16,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-05-16,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-05-16,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-05-16,nation,ca,211,63,195,194,94,398
201915,2019-04-13,2019-05-16,nation,ca,242,57,178,219,126,347
201916,2019-04-20,2019-05-16,nation,ca,234,55,153,206,99,299
201917,2019-04-27,2019-05-16,nation,ca,262,51,139,260,73,223
201918,2019-05-04,2019-05-16,nation,ca,239,42,107,235,68,153
201919,2019-05-11,2019-05-16,nation,ca,239,38,80,234,61,108
201835,2018-09-01,2019-05-09,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-05-09,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-05-09,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-05-09,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-05-09,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-05-09,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-05-09,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-05-09,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-05-09,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-05-09,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-05-09,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-05-09,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-05-09,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-05-09,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-05-09,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-05-09,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-05-09,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-05-09,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-05-09,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-05-09,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-05-09,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-05-09,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-05-09,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-05-09,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-05-09,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-05-09,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-05-09,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-05-09,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-05-09,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-05-09,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-05-09,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-05-09,nation,ca,211,63,195,194,94,398
201915,2019-04-13,2019-05-09,nation,ca,242,57,178,219,126,347
201916,2019-04-20,2019-05-09,nation,ca,234,55,153,206,99,299
201917,2019-04-27,2019-05-09,nation,ca,261,51,139,260,73,222
201918,2019-05-04,2019-05-09,nation,ca,225,34,93,203,60,146
201835,2018-09-01,2019-05-01,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-05-01,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-05-01,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-05-01,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-05-01,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-05-01,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-05-01,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-05-01,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-05-01,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-05-01,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-05-01,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-05-01,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-05-01,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-05-01,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-05-01,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-05-01,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-05-01,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-05-01,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-05-01,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-05-01,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-05-01,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-05-01,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-05-01,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-05-01,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-05-01,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-05-01,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-05-01,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-05-01,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-05-01,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-05-01,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-05-01,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-05-01,nation,ca,211,63,195,194,94,398
201915,2019-04-13,2019-05-01,nation,ca,242,57,178,219,126,347
201916,2019-04-20,2019-05-01,nation,ca,233,55,153,205,99,299
201917,2019-04-27,2019-05-01,nation,ca,249,51,129,252,69,217
201835,2018-09-01,2019-04-25,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-04-25,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-04-25,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-04-25,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-04-25,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-04-25,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-04-25,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-04-25,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-04-25,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-04-25,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-04-25,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-04-25,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-04-25,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-04-25,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-04-25,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-04-25,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-04-25,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-04-25,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-04-25,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-04-25,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-04-25,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-04-25,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-04-25,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-04-25,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-04-25,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-04-25,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-04-25,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-04-25,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-04-25,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-04-25,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-04-25,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-04-25,nation,ca,211,63,195,194,94,398
201915,2019-04-13,2019-04-25,nation,ca,241,57,178,219,126,347
201916,2019-04-20,2019-04-25,nation,ca,223,52,142,188,96,283
201835,2018-09-01,2019-04-18,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-04-18,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-04-18,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-04-18,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-04-18,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-04-18,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-04-18,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-04-18,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-04-18,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-04-18,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-04-18,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-04-18,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-04-18,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-04-18,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-04-18,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-04-18,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-04-18,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-04-18,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-04-18,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-04-18,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-04-18,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-04-18,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-04-18,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-04-18,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-04-18,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-04-18,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-04-18,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-04-18,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-04-18,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-04-18,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-04-18,nation,ca,166,52,164,164,135,559
201914,2019-04-06,2019-04-18,nation,ca,210,63,195,194,94,398
201915,2019-04-13,2019-04-18,nation,ca,232,57,171,214,120,345
201835,2018-09-01,2019-04-11,nation,ca,35,21,6,196,4,9
201836,2018-09-08,2019-04-11,nation,ca,49,27,3,214,2,7
201837,2018-09-15,2019-04-11,nation,ca,40,32,5,299,2,15
201838,2018-09-22,2019-04-11,nation,ca,41,31,2,440,3,15
201839,2018-09-29,2019-04-11,nation,ca,40,42,6,487,9,12
201840,2018-10-06,2019-04-11,nation,ca,47,42,7,490,8,24
201841,2018-10-13,2019-04-11,nation,ca,49,46,12,446,7,23
201842,2018-10-20,2019-04-11,nation,ca,84,45,6,481,7,32
201843,2018-10-27,2019-04-11,nation,ca,98,50,10,402,10,49
201844,2018-11-03,2019-04-11,nation,ca,86,55,8,287,20,62
201845,2018-11-10,2019-04-11,nation,ca,88,70,14,303,16,108
201846,2018-11-17,2019-04-11,nation,ca,82,62,19,304,26,103
201847,2018-11-24,2019-04-11,nation,ca,84,65,23,279,38,171
201848,2018-12-01,2019-04-11,nation,ca,119,65,27,355,62,287
201849,2018-12-08,2019-04-11,nation,ca,122,76,35,336,74,395
201850,2018-12-15,2019-04-11,nation,ca,111,82,42,328,116,507
201851,2018-12-22,2019-04-11,nation,ca,139,69,56,360,141,788
201852,2018-12-29,2019-04-11,nation,ca,117,63,76,265,166,966
201901,2019-01-05,2019-04-11,nation,ca,137,53,105,324,180,1270
201902,2019-01-12,2019-04-11,nation,ca,113,50,75,228,198,1120
201903,2019-01-19,2019-04-11,nation,ca,110,45,76,194,200,1093
201904,2019-01-26,2019-04-11,nation,ca,83,41,71,198,195,1160
201905,2019-02-02,2019-04-11,nation,ca,89,65,101,200,207,1131
201906,2019-02-09,2019-04-11,nation,ca,77,47,79,195,202,1105
201907,2019-02-16,2019-04-11,nation,ca,70,47,103,171,171,1104
201908,2019-02-23,2019-04-11,nation,ca,87,48,113,147,176,1002
201909,2019-03-02,2019-04-11,nation,ca,110,37,100,171,190,855
201910,2019-03-09,2019-04-11,nation,ca,112,51,134,112,190,820
201911,2019-03-16,2019-04-11,nation,ca,109,56,121,168,153,676
201912,2019-03-23,2019-04-11,nation,ca,150,62,185,192,162,655
201913,2019-03-30,2019-04-11,nation,ca,165,52,164,164,135,559
201914,2019-04-06,2019-04-11,nation,ca,191,55,148,169,84,396
